path	baseline_sha256	current_sha256	changed	baseline_bytes	current_bytes
userData/config.json	b58389c984ea4b3da1ddfc1b0b85edd5a6ee05b0602ff1559a8e3712b0bca3ef	691743504c916423ce9fcdc2c985b07ccdd74d77cc2d7401658760237a60a18c	True	288	288
userData/connections.json	a884ebee2b68744e42e4cd69b1bbd1df0df8c7ccb2a0a41e518eeb45794c0bb2	45576cfda605dd56eae5a597c9fbe4a1275bf4518fe0cf50668059ceae048675	True	667	667
userData/corrupt-files.jsonl	57420519f7addc54836b4bfc7e9d17c971d821345d083114f1b94b501126283e	57420519f7addc54836b4bfc7e9d17c971d821345d083114f1b94b501126283e	False	143	143
userData/secrets.json	85da36d802848a69a1634727cf42a143e16db479a23d3ee6e555f57d71a44afa	85da36d802848a69a1634727cf42a143e16db479a23d3ee6e555f57d71a44afa	False	156	156
