relative_path	sha256	exists
userData/config.json	691743504c916423ce9fcdc2c985b07ccdd74d77cc2d7401658760237a60a18c	yes
userData/connections.json	45576cfda605dd56eae5a597c9fbe4a1275bf4518fe0cf50668059ceae048675	yes
userData/secrets.json	85da36d802848a69a1634727cf42a143e16db479a23d3ee6e555f57d71a44afa	yes
userData/corrupt-files.jsonl	57420519f7addc54836b4bfc7e9d17c971d821345d083114f1b94b501126283e	yes
